DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genomic Coordinates (mouse: , human: )	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
43232350	human	9606	IKZF1	10320		HGNC:13176	OMIM:603023	Chr7 p12.2	Chr7:50303453-50405101(+)	NM_001291847,NM_001220765,NM_001220766,NM_001220767,NM_001220768,NM_001220769,NM_001220770,NM_001220771,NM_001220772,NM_001220773,NM_001220774,NM_001220775,NM_001220776,NM_001291837,NM_001291838,NM_006060,NM_001291839,NM_001291840,NM_001291841,NM_001291842,NM_001291843,NM_001291844,NM_001291845,NM_001291846,NM_001410879	XP_047275705,XP_047275704,XP_047275703,XP_047275702,NP_001207699,NP_001207700,NP_001278766,NP_001278767,NP_001278768,NP_001278769,NP_001278770,NP_001278771,NP_001278772,NP_001278773,NP_001278774,NP_001278775,NP_001278776,XP_047275701,XP_047275700,NP_001397808,NP_006051,XP_011513360,XP_047275699,XP_047275698,XP_011513361,XP_047275697,XP_011513362,XP_011513363,XP_011513364,XP_011513365,XP_011513366,XP_011513367,XP_047275696,XP_047275695,XP_047275694,XP_011513368,XP_011513369,XP_011513372,XP_011513373,XP_011513374,XP_011513375,XP_011513376,XP_011513379,XP_011513380,XP_016867157,XP_047275692,XP_047275691,XP_047275679,XP_047275680,XP_047275681,XP_047275682,XP_047275683,XP_047275684,XP_047275685,XP_047275686,XP_047275687,XP_047275689,XP_047275688,XP_047275690,NP_001207694,NP_001207696,NP_001207697,XP_047275706	Q13422
43232351	mouse, laboratory	10090	Sltm	66660	MGI:1913910			Chr9 39.53 cM	Chr9:70450036-70499516(+)	XM_030244499,XM_030244498,XM_006511351,XM_030244496,NM_025690,XM_006511352,NM_001357911,XM_030244500,XM_006511355,NM_026337,XM_006511350,XM_011242786,XM_036155182,XM_036155181,XM_030244501,XM_036155183,XM_006511349,XM_030244497,XM_006511354	XP_036011074,XP_006511415,XP_006511418,XP_006511417,XP_030100360,NP_080613,XP_011241088,XP_030100358,XP_030100361,XP_030100356,XP_036011075,XP_036011076,XP_030100359,XP_006511413,XP_006511414,NP_001344840,NP_079966,XP_030100357,XP_006511412	Q8CH25
43232351	human	9606	SLTM	79811		HGNC:20709		Chr15 q22.1	Chr15:58879045-58934313(-)	NM_024755,NM_001013843,NM_017968	NP_001013865,NP_079031,XP_006720749,XP_011520324,XP_011520325,XP_011520326,XP_011520329,XP_011520330,XP_011520331,XP_011520332,XP_011520333,XP_016878065,XP_016878067,XP_016878068,XP_047288999,XP_047289000,XP_047289001,XP_047289002,XP_047289004,XP_047289005,XP_047289006,XP_047289007,XP_047289008	Q9NWH9
43232352	mouse, laboratory	10090	Stard13	243362	MGI:2385331			Chr5 89.82 cM	Chr5:150960975-151157301(-)	XM_006504918,XM_006504925,XM_006504921,XM_036165133,XM_036165134,XM_036165135,XM_036165136,NM_001163493,NM_001359985,NM_146258,XM_006504923,XM_006504922	NP_001346914,XP_036021029,XP_036021028,XP_036021027,XP_036021026,XP_006504986,XP_006504985,XP_006504988,XP_006504981,XP_006504984,NP_001156965,NP_666370	Q923Q2
43232352	human	9606	STARD13	90627		HGNC:19164	OMIM:609866	Chr13 q13.1-q13.2	Chr13:33103135-33676835(-)	NM_001243474,NM_178008,NM_178007,NM_001243466,NM_178006,NM_052851,NM_001411014,NM_001243476	XP_047286716,XP_047286715,XP_024305197,XP_016876324,XP_016876323,NP_821075,NP_821074,NP_443083,NP_001397943,NP_001230405,NP_001230403,NP_001230395	Q9Y3M8
43232353	mouse, laboratory	10090	Cybrd1	73649	MGI:2654575			Chr2 42.38 cM	Chr2:70948398-70973270(+)	XM_130253	NP_082869	Q925G2
43232353	human	9606	CYBRD1	79901		HGNC:20797	OMIM:605745	Chr2 q31.1	Chr2:171522247-171558133(+)	NM_001256909,NM_001127383,NM_024843	NP_001120855,NP_001243838,NP_079119	Q53TN4
43232354	mouse, laboratory	10090	Spire1	68166	MGI:1915416			Chr18 39.99 cM	Chr18:67621279-67743860(-)	XM_006526205,XM_006526206,XM_030250587,XM_030250586,NM_194355,NM_001403659,XM_006526207,XM_030250590,XM_006526209,XM_036161268,XM_006526203,NM_176832,NM_001403661,NM_001403660,XM_030250589,XM_030250591	NP_001390589,XP_006526266,XP_030106450,XP_006526268,XP_006526269,XP_036017161,XP_030106446,NP_919336,NP_789802,NP_001390590,NP_001390588,XP_030106451,XP_006526272,XP_006526270,XP_030106449,XP_030106447	Q52KF3
43232354	human	9606	SPIRE1	56907		HGNC:30622	OMIM:609216	Chr18 p11.21	Chr18:12446512-12658102(-)	NM_001128626,NM_020148,NM_001394325,NM_001394324,NM_001394323,NM_001128627	XP_047293629,NP_001122098,NP_001122099,NP_001381252,NP_001381253,NP_001381254,NP_064533,XP_005258179,XP_011524003,XP_011524004,XP_011524005,XP_024306992,XP_047293628,XP_047293630	Q08AE8
43232355	mouse, laboratory	10090	Fbln5	23876	MGI:1346091			Chr12 51.29 cM	Chr12:101712824-101785314(-)	NM_001413781,NM_001413776,NM_001413782,NM_001413783,XM_006515866,NM_001413780,NM_001413786,XM_006515865,NM_011812,NM_001413785,NM_001413779,NM_001361987,NM_001413777,NM_001413784,NM_001413778	NP_001400715,NP_001348916,NP_035942,NP_001400709,NP_001400708,NP_001400710,NP_001400707,NP_001400711,NP_001400706,NP_001400705,NP_001400714,NP_001400712,NP_001400713,XP_006515928,XP_006515929	Q9WVH9
43232355	human	9606	FBLN5	10516		HGNC:3602	OMIM:604580	Chr14 q32.12	Chr14:91869411-91947702(-)	NM_006329,NM_001384158,NM_001384162,NM_001384161,NM_001384160,NM_001384159	NP_001371088,NP_006320,NP_001371091,NP_001371090,NP_001371087,NP_001371089,XP_011534658	Q9UBX5
43232356	mouse, laboratory	10090	Adam10	11487	MGI:109548			Chr9 39.53 cM	Chr9:70586279-70687511(+)	NM_007399,XM_030244027	NP_031425,XP_030099887	O35598
43232356	human	9606	ADAM10	102		HGNC:188	OMIM:602192	Chr15 q21.3	Chr15:58595204-58749978(-)	NM_001320570,NM_001110	NP_001101,NP_001307499	O14672
43232357	mouse, laboratory	10090	Slc1a6	20513	MGI:1096331			Chr10 39.72 cM	Chr10:78616330-78650599(+)	XM_036155715,XM_006513422,NM_009200,XM_006513424,XM_030244972	XP_036011608,XP_006513485,XP_006513487,NP_033226,XP_030100832	O35544
43232357	human	9606	SLC1A6	6511		HGNC:10944	OMIM:600637	Chr19 p13.12	Chr19:14950033-15010643(-)	NM_001272088,NM_001384670,NM_001384669,NM_001272087,NM_001384671,NM_005071	NP_001259017,NP_001371598,NP_001371600,NP_001371599,XP_047295190,XP_016882641,XP_047295189,NP_001259016,NP_005062	P48664
43232358	mouse, laboratory	10090	Fam184b	58227	MGI:2442958			Chr5 25.04 cM	Chr5:45687047-45796843(-)	NM_021416	NP_067391	Q0KK56
43232358	human	9606	FAM184B	27146		HGNC:29235	OMIM:619945	Chr4 p15.32-p15.31	Chr4:17632073-17781512(-)	NM_015688	XP_047306022,NP_056503	Q9ULE4
43232359	mouse, laboratory	10090	1700028K03Rik	76421	MGI:1923671			Chr5 52.23 cM	Chr5:107682586-107699415(+)	NM_175241,NM_182745	NP_877422,NP_780450	Q3KQP7
43232359	human	9606	C1orf146	388649		HGNC:24032	OMIM:618968	Chr1 p22.1	Chr1:92217920-92245812(+)	NM_001012425	XP_047276041,NP_001012425,XP_011539749,XP_047276042	Q5VVC0
43232360	mouse, laboratory	10090	Plekhm3	241075	MGI:2443627			Chr1 32.76 cM	Chr1:64828279-64995983(-)	NM_001039493,XM_006495982,XM_006495983	XP_006496046,XP_006496045,NP_001034582	Q8BM47
43232360	human	9606	PLEKHM3	389072		HGNC:34006	OMIM:619186	Chr2 q33.3	Chr2:207821288-208025675(-)	NM_001080475	NP_001073944,XP_005246602,XP_006712584,XP_011509462,XP_011509465,XP_016859561,XP_016859562,XP_047300222	Q6ZWE6
43232361	mouse, laboratory	10090	Id1	15901	MGI:96396			Chr2 75.41 cM	Chr2:152578171-152579330(+)	NM_001355113,NM_001369018,NM_010495	NP_001355947,NP_034625,NP_001342042	P20067
43232361	human	9606	ID1	3397		HGNC:5360	OMIM:600349	Chr20 q11.21	Chr20:31605283-31606515(+)	NM_181353,NM_002165	NP_851998,NP_002156	P41134
43232362	mouse, laboratory	10090	Dvl3	13544	MGI:108100			Chr16 12.46 cM	Chr16:20335732-20352760(+)	XM_006521780,NM_001347176,NM_007889	XP_006521843,NP_031915,NP_001334105	Q61062
43232362	human	9606	DVL3	1857		HGNC:3087	OMIM:601368	Chr3 q27.1	Chr3:184155311-184173614(+)	NM_004423	NP_004414	Q92997
43232363	mouse, laboratory	10090	Slc18a3	20508	MGI:1101061			Chr14 19.4 cM	Chr14:32184395-32186807(-)	NM_021712	NP_068358	O35304
43232363	human	9606	SLC18A3	6572		HGNC:10936	OMIM:600336	Chr10 q11.23	Chr10:49610301-49612720(+)	NM_003055	NP_003046	Q16572
43232364	mouse, laboratory	10090	Got1	14718	MGI:95791			Chr19 36.67 cM	Chr19:43488191-43513044(-)	NM_010324	NP_034454	P05201
43232364	human	9606	GOT1	2805		HGNC:4432	OMIM:138180	Chr10 q24.2	Chr10:99396870-99430773(-)	NM_002079	NP_002070	P17174
43232365	mouse, laboratory	10090	Vsig10	231668	MGI:2448533			Chr5 56.88 cM	Chr5:117457331-117493071(+)	NM_001033311	NP_001028483	D3YX43
43232365	human	9606	VSIG10	54621		HGNC:26078		Chr12 q24.23	Chr12:118063593-118104402(-)	NM_019086	XP_005253965,XP_006719530,XP_006719531,NP_061959,XP_047284988,XP_011536804	Q8N0Z9
43232366	mouse, laboratory	10090	Sde2	208768	MGI:2384788			Chr1 84.46 cM	Chr1:180678716-180695678(+)	NM_145943	NP_666055	Q8K1J5
43232366	human	9606	SDE2	163859		HGNC:26643		Chr1 q42.12	Chr1:225982702-225999365(-)	NM_152608	NP_689821	Q6IQ49
43232367	mouse, laboratory	10090	Eno4	226265	MGI:2441717			Chr19 54.55 cM	Chr19:58931857-58959853(+)	XM_006527054,XM_006527055,XM_006527056,XM_030250922,NM_178689	XP_030106782,XP_006527119,XP_006527117,XP_006527118,NP_848804	Q8C042
43232367	human	9606	ENO4	387712		HGNC:31670	OMIM:131375	Chr10 q25.3	Chr10:116848230-116911803(+)	NM_001242699	NP_001229628,XP_005269872,XP_006717898,XP_011538099,XP_047281184	A6NNW6
43232368	mouse, laboratory	10090	Ntm	235106	MGI:2446259			Chr9 14.38 cM	Chr9:28906046-29874437(-)	XM_036154867,NM_001357597,XM_006510211,XM_036154864,NM_001357601,NM_001357602,NM_001357603,NM_001357593,NM_001357598,NM_172290,XM_036154865,XM_036154866,XM_006510209	XP_036010758,NP_758494,XP_036010759,NP_001344530,NP_001344531,NP_001344522,NP_001344532,NP_001344526,NP_001344527,XP_036010757,XP_006510274,XP_036010760,XP_006510272	Q99PJ0
43232368	human	9606	NTM	50863		HGNC:17941	OMIM:607938	Chr11 q25	Chr11:131370326-132336822(+)	NM_001352005,NM_001386965,NM_001352007,NM_001386964,NM_001352009,NM_001352004,NM_001352008,NM_001352003,NM_001352006,NM_001352002,NM_001352001,NM_001386967,NM_001144059,NM_001144058,NM_001386966,NM_001048209,NM_016522,NM_001386969,NM_001386968	NP_001041674,NP_001137531,NP_001338932,NP_001338938,NP_001338937,NP_001338935,NP_001338934,NP_001373894,NP_001338936,NP_057606,NP_001373895,NP_001373896,NP_001373897,NP_001373898,NP_001338931,NP_001338930,NP_001338933,NP_001373893,NP_001137530	Q9P121
43232369	mouse, laboratory	10090	Opcml	330908	MGI:97397			Chr9 13.73 cM	Chr9:27702071-28836706(+)	XM_036155074,NM_177906,XM_006510437,XM_030244423,XM_006510438,XM_006510439,XM_036155075,XM_036155076,XM_036155077,XM_036155078,XM_036155073,XM_006510434,XM_006510435,XM_036155072	XP_036010971,XP_006510498,XP_006510501,XP_006510500,XP_006510502,XP_030100283,XP_036010970,XP_006510497,NP_808574,XP_036010967,XP_036010965,XP_036010969,XP_036010968,XP_036010966	
43232369	human	9606	OPCML	4978		HGNC:8143	OMIM:600632	Chr11 q25	Chr11:132403361-133532983(-)	NM_001319106,NM_001319103,NM_001012393,NM_002545,NM_001319104,NM_001319105	NP_001012393,XP_047282988,XP_006718909,NP_002536,NP_001306035,NP_001306034,NP_001306033,NP_001306032	Q14982
43232370	mouse, laboratory	10090	R3hdml	100043899	MGI:3650937			Chr2 84.31 cM	Chr2:163334238-163344532(+)	XM_006498524,NM_001099331,XM_006498522	NP_001092801,XP_006498587,XP_006498585	A2A5I3
43232370	human	9606	R3HDML	140902		HGNC:16249		Chr20 q13.12	Chr20:44337158-44350792(+)	NM_178491	NP_848586	Q9H3Y0
43232371	mouse, laboratory	10090	Col27a1	373864	MGI:2672118			Chr4 33.96 cM	Chr4:63132246-63253228(+)	XM_030253631,XM_011250057,XM_006538039,NM_025685,XM_006538035,XM_030253632,XM_030253629,XM_030253630,XM_011250058,XM_036164207,XM_030253634	XP_030109489,XP_011248359,XP_011248360,XP_030109491,XP_006538102,XP_030109492,XP_030109494,XP_006538098,XP_030109490,XP_036020100,NP_079961	Q5QNQ9
43232371	human	9606	COL27A1	85301		HGNC:22986	OMIM:608461	Chr9 q32	Chr9:114154271-114312516(+)	NM_032888,NM_032161	XP_011517442,XP_011517444,XP_011517445,XP_011517446,XP_011517447,XP_016870728,XP_047279948,XP_047279949,XP_047279951,XP_047279950,NP_116277,XP_006717371,XP_006717373,XP_011517440	Q8IZC6
43232372	mouse, laboratory	10090	Katnal2	71206	MGI:1924234			Chr18 52.02 cM	Chr18:77064844-77135004(-)	XM_036161277,NM_001368656,NM_001368655,NM_001368657,NM_027721	NP_001355585,XP_036017170,NP_001355586,NP_001355584,NP_081997	Q9D3R6
43232372	human	9606	KATNAL2	83473		HGNC:25387	OMIM:614697	Chr18 q21.1	Chr18:46917602-47104795(+)	NM_001353903,NM_001353902,NM_001353901,NM_001353900,NM_001353899,NM_031303,NM_001387690,NM_001353909,NM_001367621,NM_001353908,NM_001353907,NM_001353906,NM_001353905,NM_001353904	XP_047293834,NP_001340830,NP_001340831,NP_001340832,NP_001340833,NP_001340834,NP_001340835,NP_001340836,XP_011524523,XP_011524525,XP_016881520,XP_047293833,NP_001340829,XP_047293835,XP_047293836,NP_001340837,NP_001340838,NP_001354550,NP_001374619,NP_112593,XP_005258418,XP_011524521,XP_011524522,NP_001340828	Q8IYT4
43232373	mouse, laboratory	10090	Foxp4	74123	MGI:1921373			Chr17 23.99 cM	Chr17:48178058-48235557(-)	XM_017317688,NM_001403969,NM_001110824,NM_028767,NM_001110825,XM_017317686,XM_030250107,XM_030250108,NM_001403970,XM_017317687	NP_083043,NP_001104295,NP_001390899,NP_001104294,XP_017173175,XP_017173176,XP_030105968,XP_017173177,XP_030105967,NP_001390898	Q9DBY0
43232373	human	9606	FOXP4	116113		HGNC:20842	OMIM:608924	Chr6 p21.1	Chr6:41546426-41602384(+)	NM_001012427,NM_001405825,NM_001405826,NM_001012426,NM_138457,NM_001405824	XP_047274116,NP_001012426,NP_001012427,NP_001392753,NP_001392754,NP_001392755,NP_612466,XP_006715054,XP_011512591,XP_011512592,XP_011512593,XP_011512594,XP_011512595,XP_016865722,XP_024302087,XP_047274117,XP_047274118	Q8IVH2
43232374	mouse, laboratory	10090	Cfap418	67157	MGI:1914407			Chr4 4.85 cM	Chr4:10874498-10899425(+)	NM_026005,XM_006538200	XP_006538263,NP_080281	Q3UJP5
43232374	human	9606	CFAP418	157657		HGNC:27232	OMIM:614477	Chr8 q22.1	Chr8:95244913-95270602(-)	NM_177965,NM_001363260	NP_808880,NP_001350189	Q96NL8
43232375	mouse, laboratory	10090	Ckb	12709	MGI:88407			Chr12 61.09 cM	Chr12:111635795-111638772(-)	NM_021273	NP_067248	Q04447
43232375	human	9606	CKB	1152		HGNC:1991	OMIM:123280	Chr14 q32.33	Chr14:103519658-103522859(-)	NM_001362531,NM_001823	NP_001349460,NP_001814	P12277
43232376	mouse, laboratory	10090	Sfxn3	94280	MGI:2137679			Chr19 38.26 cM	Chr19:45035942-45044822(+)	NM_001362379,NM_053197,NM_001362380,NM_001362381,XM_006527493,NM_001178013,NM_001178012	NP_001171483,XP_006527556,NP_001349309,NP_001349310,NP_444427,NP_001171484,NP_001349308	Q91V61
43232376	human	9606	SFXN3	81855		HGNC:16087	OMIM:615571	Chr10 q24.31	Chr10:101031229-101041243(+)	NM_001388027,NM_001388028,NM_001388029,NM_001388030,NM_001388031,NM_001388032,NM_001388033,NM_001388034,NM_001388035,NM_030971	NP_001374959,NP_001374956,NP_001374957,NP_001374958,NP_001374960,NP_001374961,NP_001374962,NP_001374963,NP_001374964,NP_112233,XP_047281762	Q9BWM7
43232377	mouse, laboratory	10090	Chchd10	103172	MGI:2143558			Chr10 38.62 cM	Chr10:75768964-75773581(+)	XM_036155455,NM_175329	NP_780538,XP_036011348	
43232377	human	9606	CHCHD10	400916		HGNC:15559	OMIM:615903	Chr22 q11.23	Chr22:23765834-23767972(-)	NM_001301339,NM_213720	NP_998885,NP_001288268	Q8WYQ3
43232378	mouse, laboratory	10090	Galnt4	14426	MGI:894692			Chr10 51.06 cM	Chr10:98944021-98949109(+)	NM_015737	NP_056552	O08832
43232378	human	9606	GALNT4	8693		HGNC:4126	OMIM:603565	Chr12 q21.33	Chr12:89519412-89524806(-)	NM_003774	NP_003765	Q8N4A0
43232378	human	9606	POC1B-GALNT4	100528030		HGNC:42957		Chr12 q21.33	Chr12:89519412-89526262(-)	NM_001199782,NM_001199781	NP_001186710,NP_001186711	
43232379	mouse, laboratory	10090	Ubqln4	94232	MGI:2150152			Chr3 38.87 cM	Chr3:88461065-88477032(+)	NM_001411427,NM_001411428,NM_001411430,XM_030252929,NM_033526,NM_001411431,XM_006502396	XP_030108789,NP_277068,NP_001398357,NP_001398360,NP_001398356,NP_001398359,XP_006502459	Q99NB8
43232379	human	9606	UBQLN4	56893		HGNC:1237	OMIM:605440	Chr1 q22	Chr1:156035294-156053825(-)	NM_001304342,NM_020131	NP_001291271,XP_005245405,NP_064516,XP_047281622,XP_024304237	Q9NRR5
43232380	mouse, laboratory	10090	Grhl1	195733	MGI:2182540			Chr12 8.49 cM	Chr12:24622282-24667390(+)	XM_006515017,XM_030246623,XM_030246622,NM_145890,NM_001161406,XM_006515016	XP_006515080,NP_001154878,NP_665897,XP_006515079,XP_030102483,XP_030102482	Q921D9
43232380	human	9606	GRHL1	29841		HGNC:17923	OMIM:609786	Chr2 p25.1	Chr2:9951663-10002284(+)	NM_198182	XP_011508645,XP_016859389,XP_006711945,NP_937825,XP_047299975,XP_047299974,XP_047299973	Q9NZI5
43232381	mouse, laboratory	10090	Tfap2c	21420	MGI:106032			Chr2 94.87 cM	Chr2:172391513-172400542(+)	XM_006499102,NM_009335,XM_017316957,XM_006499103,NM_001159696	XP_017172446,NP_033361,NP_001153168,XP_006499165,XP_006499166	Q61312
43232381	human	9606	TFAP2C	7022		HGNC:11744	OMIM:601602	Chr20 q13.31	Chr20:56629302-56639283(+)	NM_003222	NP_003213	Q92754
43232382	mouse, laboratory	10090	Rrn3	106298	MGI:1925255			Chr16 9.59 cM	Chr16:13598572-13632703(+)	XM_036159727,NM_001039521	XP_036015620,NP_001034610	B2RS91
43232382	human	9606	RRN3	54700		HGNC:30346	OMIM:605121	Chr16 p13.11	Chr16:15060022-15094335(-)	NM_001301064,NM_018427	NP_001287993,NP_060897	Q9NYV6
43232382	human	9606	RRN3P1	730092		HGNC:30548		Chr16 p12.2	Chr16:21796630-21819174(-)			Q2M238
43232382	human	9606	RRN3P2	653390		HGNC:37619		Chr16 p11.2	Chr16:29074842-29116718(+)			A6NIE6
43232383	mouse, laboratory	10090	Kmt2c	231051	MGI:2444959			Chr5 12.35 cM	Chr5:25476796-25703781(-)	XM_006535696,XM_017320820,XM_017320821,XM_017320822,XM_017320823,XM_017320824,XM_017320825,XM_017320826,XM_036165011,XM_030254375,NM_001081383,XM_006535700,XM_006535699,XM_036165010,XM_036165012,XM_011249766,XM_006535689,XM_006535701,XM_006535698,XM_006535686,XM_006535685,XM_006535688,XM_006535682,XM_006535683,XM_006535697,XM_006535692,XM_006535693,XM_006535694,XM_006535690,XM_017320819,XM_006535703	XP_017176313,XP_006535749,XP_006535748,XP_006535764,XP_006535766,XP_036020905,XP_036020904,XP_006535760,XP_036020903,XP_006535761,XP_006535762,XP_017176315,XP_017176314,XP_017176312,XP_006535759,XP_017176311,XP_006535746,XP_017176310,XP_006535757,XP_006535756,XP_017176308,XP_006535745,NP_001074852,XP_017176309,XP_030110235,XP_006535755,XP_006535751,XP_011248068,XP_006535753,XP_006535752,XP_006535763	Q8BRH4
43232383	human	9606	KMT2C	58508		HGNC:13726	OMIM:606833	Chr7 q36.1	Chr7:152134925-152436642(-)	NM_021230,NM_170606	NP_733751	Q8NEZ4
43232384	mouse, laboratory	10090	Rcan2	53901	MGI:1858219			Chr17 19.77 cM	Chr17:44112243-44350407(+)	NM_207649,NM_001286654,NM_030598,NM_001357742,NM_001286653	NP_001344671,NP_997532,NP_001273583,NP_001273582,NP_085101	Q9JHG2
43232384	human	9606	RCAN2	10231		HGNC:3041	OMIM:604876	Chr6 p12.3	Chr6:46220730-46492067(-)	NM_005822,NM_001251974,NM_001251973	NP_001238902,NP_001238903,XP_024302069,XP_011512528,NP_005813	Q14206
43232385	mouse, laboratory	10090	Bckdhb	12040	MGI:88137			Chr9 45.67 cM	Chr9:83807198-84006293(+)	XM_017313114,XM_006510788,XM_006510786,NM_001305935,NM_001410184,NM_001410183,NM_199195	NP_001397112,XP_006510849,XP_006510851,NP_001292864,NP_001397113,NP_954665,XP_017168603	Q6P3A8
43232385	human	9606	BCKDHB	594		HGNC:987	OMIM:248611	Chr6 q14.1	Chr6:80106610-80469088(+)	NM_001318975,NM_183050,NM_000056	XP_047275166,NP_000047,NP_001305904,NP_898871,XP_005248813,XP_011534325,XP_047275170,XP_011534327,XP_047275163,XP_047275164,XP_047275169,XP_047275165,XP_047275167,XP_047275168	P21953
43232386	mouse, laboratory	10090	Prc1	233406	MGI:1858961			Chr7 45.62 cM	Chr7:79944198-79966007(+)	NM_001382388,NM_001285998,NM_001285997,NM_001382386,NM_001382387,XM_006540855,NM_001382389,NM_001374624,NM_001382390,NM_145150,NM_001382385	NP_001369317,XP_006540918,NP_001369319,NP_001369318,NP_001361553,NP_001272927,NP_001369316,NP_001369314,NP_001369315,NP_660132,NP_001272926	Q99K43
43232386	human	9606	PRC1	9055		HGNC:9341	OMIM:603484	Chr15 q26.1	Chr15:90966038-90994651(-)	NM_199414,NM_003981,NM_001267580,NM_199413	XP_006720822,NP_955445,XP_047289270,XP_047289269,XP_047289267,XP_047289266,XP_016878203,XP_016878202,XP_016878201,XP_011520494,XP_011520493,XP_011520492,XP_011520491,XP_011520490,XP_011520489,XP_006720823,XP_005255044,NP_001254509,NP_003972,XP_047289265,XP_047289264,XP_047289263,XP_047289262,XP_047289261,XP_047289260,XP_047289259,XP_047289257,XP_047289256,XP_047289255,XP_047289254,XP_047289253,XP_047289251,XP_016878205	O43663
43232387	mouse, laboratory	10090	Tbc1d1	57915	MGI:1889508			Chr5 32.8 cM	Chr5:64313648-64508829(+)	XM_036165386,XM_036165387,XM_011240757,XM_011240759,XM_030254740,XM_011240758,XM_006504038,NM_019636,NM_001289514,XM_006504036,XM_006504037,NM_001310611	XP_011239059,XP_030110600,XP_006504100,XP_006504099,XP_036021279,XP_011239061,XP_036021280,XP_011239060,XP_006504101,NP_062610,NP_001297540,NP_001276443	Q60949
43232387	human	9606	TBC1D1	23216		HGNC:11578	OMIM:609850	Chr4 p14	Chr4:37891084-38139175(+)	NM_001396959,NM_001253915,NM_001253914,NM_001253912,NM_001253913,NM_015173	XP_047305847,XP_047305854,XP_047305853,XP_047305852,XP_047305851,XP_047305850,XP_047305849,XP_047305848,XP_047305846,XP_047305845,XP_047305844,XP_016863410,XP_016863409,XP_016863408,XP_016863407,XP_011511972,XP_011511970,XP_011511968,XP_011511967,XP_011511966,XP_011511965,XP_011511964,XP_011511962,XP_011511961,XP_005262706,XP_005262703,NP_055988,NP_001383888,NP_001240844,NP_001240843,NP_001240842,NP_001240841	Q86TI0
43232388	mouse, laboratory	10090	Rnf217	268291	MGI:3610311			Chr10 17.45 cM	Chr10:31377883-31485721(-)	NM_001146349	NP_001139821	D3YYI7
43232388	human	9606	RNF217	154214		HGNC:21487	OMIM:618592	Chr6 q22.31	Chr6:124962407-125092634(+)	NM_001286398,NM_152553	XP_047274198,NP_001273327,NP_689766,XP_011533796,XP_011533797,XP_011533798,XP_011533801,XP_011533802,XP_047274197,XP_047274199,XP_047274200,XP_047274201,XP_047274202,XP_047274203,XP_047274204,XP_047274205,XP_047274206	Q8TC41
43232389	mouse, laboratory	10090	Cbr4	234309	MGI:2384567			Chr8 31.18 cM	Chr8:61940768-61956534(+)	NM_145595	NP_663570	Q91VT4
43232389	human	9606	CBR4	84869		HGNC:25891	OMIM:619394	Chr4 q32.3	Chr4:168894484-169010317(-)	NM_032783	XP_006714454,NP_116172,XP_047272287,XP_016864272,XP_016864271,XP_011530688,XP_011530687,XP_005263372	Q8N4T8
43232390	mouse, laboratory	10090	Ramp2	54409	MGI:1859650			Chr11 64.47 cM	Chr11:101137160-101139076(+)	NM_019444	NP_062317	Q9WUP0
43232390	human	9606	RAMP2	10266		HGNC:9844	OMIM:605154	Chr17 q21.2	Chr17:42761194-42763041(+)	NM_005854	NP_005845	O60895
43232391	mouse, laboratory	10090	Wnt5b	22419	MGI:98959			Chr6 56.86 cM	Chr6:119409492-119521308(-)	XM_006505924,NM_001410505,XM_036166026,XM_036166025,NM_009525,NM_001271758,NM_001271757	XP_006505987,NP_001258686,XP_036021919,XP_036021918,NP_001258687,NP_001397434,NP_033551	P22726
43232391	human	9606	WNT5B	81029		HGNC:16265	OMIM:606361	Chr12 p13.33	Chr12:1617056-1647212(+)	NM_030775,NM_032642	NP_110402,NP_116031	Q9H1J7
43232392	mouse, laboratory	10090	Pdgfd	71785	MGI:1919035			Chr9 2.46 cM	Chr9:6168584-6378850(+)	NM_001357397,XM_036155304,NM_001357398,NM_027924,XM_036155303,XM_011242370,XM_006509887	XP_036011196,XP_036011197,XP_006509950,XP_011240672,NP_001344327,NP_001344326,NP_082200	Q925I7
43232392	human	9606	PDGFD	80310		HGNC:30620	OMIM:609673	Chr11 q22.3	Chr11:103907186-104164299(-)	NM_033135,NM_025208	NP_149126,NP_079484	Q9GZP0
43232393	mouse, laboratory	10090	Ptp4a1	19243	MGI:1277096			Chr1 11.47 cM	Chr1:30979384-30988846(-)	NM_011200,XM_006495798,XM_006495799,XM_036162791	XP_036018684,XP_006495862,XP_006495861,NP_035330	Q63739
43232393	human	9606	PTP4A1	7803		HGNC:9634	OMIM:601585	Chr6 q12	Chr6:63528021-63583588(+)	NM_001385266,NM_001385267,NM_001385268,NM_001385260,NM_001385262,NM_001385265,NM_001385263,NM_003463,NM_001385256,NM_001385257,NM_001385255,NM_001385254,NM_001385258,NM_001385259	NP_001372191,NP_003454,NP_001372197,NP_001372196,NP_001372195,NP_001372194,NP_001372192,NP_001372189,NP_001372188,NP_001372187,NP_001372186,NP_001372185,NP_001372184,NP_001372183	Q93096
43232394	mouse, laboratory	10090	Ftl1	14325	MGI:95589			Chr7 29.32 cM	Chr7:45107368-45109308(-)	NM_010240	NP_034370	P29391
43232394	human	9606	FTL	2512		HGNC:3999	OMIM:134790	Chr19 q13.33	Chr19:48965309-48966879(+)	NM_000146,NM_000146,NM_000146	NP_000137,NP_000137,NP_000137	P02792,P02792,P02792
